t_seconds,timestamp,kind,detail,magnitude
126.567,02:06.567,blink,dur=218ms depth=1.00,0.9966
128.400,02:08.400,state_change,IDLE_RELAXED -> IDLE_ATTENTIVE,0.0000
129.133,02:09.133,attention,DESK az=-8.4 el=-18.3 share=0.00,15.8320
129.500,02:09.500,blink,dur=195ms depth=0.99,0.9901
129.767,02:09.767,blink,dur=189ms depth=0.98,0.9832
130.800,02:10.800,attention,SECOND_DISPLAY az=-21.2 el=-3.7 share=0.20,19.3414
132.367,02:12.367,attention,LENS az=+0.1 el=+0.9 share=0.00,21.8116
134.233,02:14.233,blink,dur=227ms depth=0.99,0.9860
134.500,02:14.500,blink,dur=269ms depth=0.97,0.9666
136.133,02:16.133,expression,cheek_tension peak=0.108 dur=2.08s,0.1080
137.367,02:17.367,blink,dur=171ms depth=0.98,0.9787
138.800,02:18.800,posture_shift,"to=(-0.0200,+0.0007) dur=1.67s",0.0417
143.367,02:23.367,head_pitch,"to=(+2.46,+0.25,-0.30)deg dur=0.92s",1.6002
143.700,02:23.700,blink,dur=192ms depth=1.00,0.9954
144.433,02:24.433,attention,SECOND_DISPLAY az=-21.0 el=-4.3 share=0.20,21.7656
146.900,02:26.900,attention,MIDDLE_DISTANCE az=+9.6 el=+7.4 share=0.00,32.7633
148.733,02:28.733,attention,MAIN_DISPLAY az=-1.3 el=-4.5 share=0.00,16.1889
150.500,02:30.500,blink,dur=150ms depth=1.00,0.9979
155.133,02:35.133,blink_partial,dur=186ms depth=0.76,0.7580
157.500,02:37.500,attention,LENS az=-0.1 el=+0.8 share=0.00,5.4959
159.600,02:39.600,expression,mouth_settle peak=0.222 dur=1.41s,0.2219
160.967,02:40.967,state_change,IDLE_ATTENTIVE -> MILD_POSITIVE,0.0000
162.700,02:42.700,blink,dur=165ms depth=0.96,0.9615
166.400,02:46.400,state_change,MILD_POSITIVE -> IDLE_ATTENTIVE,0.0000
168.767,02:48.767,head_pitch,"to=(+2.27,-0.56,+0.26)deg dur=0.67s",0.8080
170.067,02:50.067,attention,CHAT az=+17.8 el=-4.8 share=0.14,18.8326
171.800,02:51.800,expression,brow_lift peak=0.197 dur=1.19s,0.1965
172.567,02:52.567,attention,MAIN_DISPLAY az=-1.9 el=-4.7 share=0.00,19.7413
175.033,02:55.033,attention,LENS az=+0.4 el=+1.1 share=0.00,6.2173
177.633,02:57.633,blink,dur=174ms depth=0.99,0.9864
181.000,03:01.000,head_yaw,"to=(+1.06,-1.56,-0.12)deg dur=0.79s",1.2133
181.967,03:01.967,blink,dur=238ms depth=1.00,0.9953
185.667,03:05.667,blink,dur=194ms depth=0.98,0.9838
186.700,03:06.700,attention,DESK az=-3.2 el=-15.9 share=0.00,17.3086
187.800,03:07.800,attention,SECOND_DISPLAY az=-19.9 el=-2.6 share=0.18,21.3686
190.100,03:10.100,head_yaw,"to=(-1.11,-1.47,-0.64)deg dur=1.10s",2.1700
190.333,03:10.333,attention,CHAT az=+18.0 el=-7.0 share=0.14,38.1267
191.633,03:11.633,blink,dur=186ms depth=0.96,0.9641
192.500,03:12.500,attention,DESK az=-7.3 el=-17.6 share=0.00,27.3982
195.233,03:15.233,attention,LENS az=-0.6 el=+1.1 share=0.00,19.8482
195.333,03:15.333,state_change,IDLE_ATTENTIVE -> IDLE_RELAXED,0.0000
199.867,03:19.867,blink,dur=249ms depth=0.99,0.9943
203.900,03:23.900,head_roll,"to=(-0.59,-0.67,+1.24)deg dur=1.01s",1.8826
204.967,03:24.967,attention,MAIN_DISPLAY az=-2.9 el=-5.1 share=0.00,6.6297
205.333,03:25.333,blink,dur=224ms depth=0.98,0.9849
210.733,03:30.733,blink,dur=190ms depth=0.97,0.9730
212.800,03:32.800,expression,jaw_release peak=0.226 dur=2.01s,0.2256
214.067,03:34.067,blink,dur=182ms depth=0.97,0.9652
220.033,03:40.033,blink_partial,dur=209ms depth=0.59,0.5879
223.833,03:43.833,head_yaw,"to=(+1.48,-0.09,+1.88)deg dur=1.07s",2.0734
224.800,03:44.800,blink,dur=206ms depth=0.99,0.9874
225.700,03:45.700,attention,LENS az=-0.2 el=+0.4 share=0.00,6.1445
227.933,03:47.933,blink,dur=204ms depth=0.97,0.9691
230.267,03:50.267,blink,dur=231ms depth=0.99,0.9926
230.500,03:50.500,head_yaw,"to=(-0.30,+0.16,+0.85)deg dur=0.97s",1.7826
232.367,03:52.367,blink,dur=208ms depth=0.99,0.9873
233.833,03:53.833,state_change,IDLE_RELAXED -> IDLE_ATTENTIVE,0.0000
235.400,03:55.400,attention,SECOND_DISPLAY az=-21.0 el=-3.0 share=0.20,21.1101
237.867,03:57.867,attention,DESK az=-3.9 el=-16.0 share=0.00,21.4675
238.967,03:58.967,attention,SECOND_DISPLAY az=-22.0 el=-4.1 share=0.22,21.6473
240.100,04:00.100,blink,dur=223ms depth=0.96,0.9624
240.333,04:00.333,attention,MAIN_DISPLAY az=-1.9 el=-3.6 share=0.00,20.1510
242.933,04:02.933,expression,cheek_tension peak=0.126 dur=1.68s,0.1256
247.967,04:07.967,blink,dur=205ms depth=0.98,0.9836
253.567,04:13.567,blink,dur=228ms depth=0.98,0.9783
254.367,04:14.367,attention,LENS az=+0.6 el=+0.7 share=0.00,5.0228
255.833,04:15.833,state_change,IDLE_ATTENTIVE -> READING,0.0000
257.167,04:17.167,blink,dur=271ms depth=0.97,0.9699
257.900,04:17.900,attention,CHAT az=+18.1 el=-5.6 share=0.14,18.5390
259.233,04:19.233,expression,eye_engage peak=0.221 dur=2.27s,0.2213
261.067,04:21.067,attention,MAIN_DISPLAY az=-2.0 el=-4.1 share=0.00,20.1506
262.600,04:22.600,state_change,READING -> IDLE_ATTENTIVE,0.0000
264.300,04:24.300,attention,LENS az=+0.6 el=+0.8 share=0.00,5.5566
270.833,04:30.833,blink,dur=240ms depth=0.97,0.9673
271.800,04:31.800,attention,DESK az=-5.5 el=-17.9 share=0.00,19.5956
274.100,04:34.100,attention,MAIN_DISPLAY az=-2.3 el=-2.9 share=0.00,15.2727
277.900,04:37.900,attention,DESK az=-7.5 el=-17.4 share=0.00,15.3403
279.633,04:39.633,attention,MAIN_DISPLAY az=-2.5 el=-4.1 share=0.00,14.1718
284.500,04:44.500,blink,dur=192ms depth=0.97,0.9658
285.367,04:45.367,posture_shift,"to=(+0.0184,-0.0160) dur=1.14s",0.0551
287.033,04:47.033,attention,LENS az=+0.7 el=+1.3 share=0.00,6.2333
291.167,04:51.167,head_pitch,"to=(-0.84,-0.40,+0.29)deg dur=0.59s",0.5672
292.867,04:52.867,attention,MIDDLE_DISTANCE az=+9.2 el=+8.6 share=0.00,11.2503
293.433,04:53.433,blink_partial,dur=240ms depth=0.65,0.6508
293.633,04:53.633,expression,brow_tension peak=0.158 dur=1.56s,0.1576
294.333,04:54.333,state_change,IDLE_ATTENTIVE -> THINKING,0.0000
295.100,04:55.100,attention,CHAT az=+18.6 el=-5.5 share=0.15,16.8609
297.200,04:57.200,blink,dur=286ms depth=0.99,0.9892
298.500,04:58.500,attention,DESK az=-7.4 el=-16.7 share=0.00,28.3659
299.367,04:59.367,state_change,THINKING -> IDLE_ATTENTIVE,0.0000
301.933,05:01.933,attention,LENS az=-0.6 el=+1.2 share=0.00,19.1887
304.700,05:04.700,blink,dur=195ms depth=0.99,0.9882
307.967,05:07.967,head_yaw,"to=(+0.42,-0.84,-0.53)deg dur=0.81s",1.2625
310.433,05:10.433,attention,LENS az=+0.5 el=+0.2 share=0.00,1.4371
312.067,05:12.067,blink,dur=190ms depth=0.99,0.9878
313.233,05:13.233,head_pitch,"to=(+0.37,-1.12,-0.50)deg dur=0.50s",0.2841
317.167,05:17.167,blink,dur=246ms depth=0.97,0.9671
319.733,05:19.733,expression,cheek_tension peak=0.171 dur=1.87s,0.1714
322.600,05:22.600,blink,dur=191ms depth=0.96,0.9620
326.367,05:26.367,blink,dur=173ms depth=0.99,0.9949
327.500,05:27.500,attention,MAIN_DISPLAY az=-0.6 el=-4.7 share=0.00,5.0015
329.067,05:29.067,blink,dur=246ms depth=0.99,0.9925
333.400,05:33.400,state_change,IDLE_ATTENTIVE -> IDLE_RELAXED,0.0000
335.267,05:35.267,blink,dur=177ms depth=0.99,0.9879
336.467,05:36.467,attention,MIDDLE_DISTANCE az=+9.6 el=+7.0 share=0.00,15.4810
338.067,05:38.067,attention,SECOND_DISPLAY az=-19.1 el=-3.5 share=0.16,30.5612
339.233,05:39.233,attention,MAIN_DISPLAY az=-1.6 el=-4.7 share=0.00,17.5265
340.067,05:40.067,head_pitch,"to=(+0.75,+0.42,+0.27)deg dur=0.90s",1.5437
349.500,05:49.500,blink,dur=165ms depth=1.00,0.9956
353.300,05:53.300,head_yaw,"to=(-0.36,-0.34,+0.87)deg dur=0.76s",1.1137
354.833,05:54.833,blink,dur=170ms depth=0.97,0.9736
355.833,05:55.833,attention,LENS az=-0.3 el=+0.8 share=0.00,5.7195
357.833,05:57.833,blink,dur=150ms depth=0.99,0.9853
359.967,05:59.967,posture_shift,"to=(-0.0147,+0.0073) dur=2.20s",0.0563
360.867,06:00.867,attention,DESK az=-5.4 el=-16.2 share=0.00,17.8163
361.900,06:01.900,attention,LENS az=+0.0 el=+0.7 share=0.00,17.7785
363.633,06:03.633,blink_partial,dur=164ms depth=0.72,0.7243
369.533,06:09.533,blink,dur=220ms depth=0.97,0.9741
370.567,06:10.567,expression,eye_engage peak=0.235 dur=2.30s,0.2348
373.033,06:13.033,blink,dur=150ms depth=0.97,0.9700
374.133,06:14.133,attention,SECOND_DISPLAY az=-23.8 el=-3.5 share=0.26,24.2126
376.033,06:16.033,blink,dur=199ms depth=0.98,0.9795
376.867,06:16.867,attention,MAIN_DISPLAY az=-1.1 el=-4.6 share=0.00,22.6769
377.733,06:17.733,blink,dur=217ms depth=0.99,0.9859
379.967,06:19.967,attention,LENS az=+0.2 el=+0.3 share=0.00,5.0504
386.267,06:26.267,attention,MIDDLE_DISTANCE az=+12.3 el=+7.8 share=0.03,14.2927
387.400,06:27.400,attention,DESK az=-7.7 el=-15.8 share=0.00,30.9812
388.767,06:28.767,state_change,IDLE_RELAXED -> READING,0.0000
389.433,06:29.433,attention,MAIN_DISPLAY az=-2.2 el=-5.3 share=0.00,11.8670
391.333,06:31.333,blink,dur=263ms depth=0.98,0.9807
392.600,06:32.600,attention,CHAT az=+15.1 el=-5.0 share=0.08,17.3018
394.633,06:34.633,attention,MAIN_DISPLAY az=-1.0 el=-4.5 share=0.00,16.1237
397.067,06:37.067,attention,SECOND_DISPLAY az=-18.2 el=-2.2 share=0.14,17.2877
398.100,06:38.100,attention,MAIN_DISPLAY az=-0.6 el=-3.7 share=0.00,17.5900
399.467,06:39.467,attention,MAIN_DISPLAY az=-1.6 el=-5.4 share=0.00,2.0163
402.167,06:42.167,state_change,READING -> IDLE_RELAXED,0.0000
402.567,06:42.567,expression,jaw_release peak=0.217 dur=1.62s,0.2171
404.633,06:44.633,posture_shift,"to=(+0.0017,-0.0134) dur=2.22s",0.0371
404.733,06:44.733,blink,dur=201ms depth=0.98,0.9798
407.733,06:47.733,blink,dur=224ms depth=0.99,0.9897
411.633,06:51.633,blink,dur=204ms depth=0.98,0.9798
413.367,06:53.367,attention,MIDDLE_DISTANCE az=+11.8 el=+7.1 share=0.02,18.3223
416.633,06:56.633,head_roll,"to=(+0.45,-0.29,-0.92)deg dur=0.98s",1.7958
418.033,06:58.033,blink,dur=165ms depth=0.96,0.9610
418.467,06:58.467,attention,LENS az=+0.5 el=+0.4 share=0.00,13.1650
418.867,06:58.867,blink,dur=193ms depth=0.98,0.9801
422.833,07:02.833,blink,dur=183ms depth=0.98,0.9798
422.867,07:02.867,attention,MAIN_DISPLAY az=-1.2 el=-4.2 share=0.00,4.9018
426.633,07:06.633,attention,LENS az=-0.0 el=+0.7 share=0.00,5.1320
428.100,07:08.100,blink,dur=150ms depth=0.97,0.9738
429.800,07:09.800,blink,dur=265ms depth=0.99,0.9874
431.367,07:11.367,head_pitch,"to=(-0.46,+0.71,-0.46)deg dur=0.73s",0.9982
431.467,07:11.467,blink,dur=288ms depth=0.98,0.9759
433.133,07:13.133,attention,SECOND_DISPLAY az=-20.8 el=-3.9 share=0.20,21.3179
434.300,07:14.300,posture_shift,"to=(-0.0006,+0.0160) dur=1.40s",0.0318
435.133,07:15.133,attention,LENS az=-0.5 el=+0.7 share=0.00,20.8434
437.967,07:17.967,blink_partial,dur=245ms depth=0.68,0.6802
442.567,07:22.567,blink,dur=181ms depth=0.97,0.9672
444.367,07:24.367,attention,MAIN_DISPLAY az=-1.2 el=-4.5 share=0.00,5.2827
446.567,07:26.567,blink,dur=180ms depth=0.97,0.9660
447.067,07:27.067,expression,eye_engage peak=0.155 dur=2.41s,0.1547
448.367,07:28.367,blink,dur=243ms depth=0.96,0.9643
449.467,07:29.467,attention,LENS az=-0.3 el=+0.5 share=0.00,5.1630
454.033,07:34.033,head_yaw,"to=(+2.74,+2.38,-1.11)deg dur=1.42s",3.1967
454.800,07:34.800,blink,dur=190ms depth=0.97,0.9722
458.400,07:38.400,blink,dur=279ms depth=0.97,0.9671
462.433,07:42.433,blink,dur=207ms depth=0.97,0.9741
465.467,07:45.467,blink,dur=225ms depth=0.99,0.9933
467.533,07:47.533,attention,CHAT az=+17.6 el=-4.4 share=0.13,18.5241
468.767,07:48.767,attention,MAIN_DISPLAY az=-2.0 el=-6.0 share=0.00,19.5898
468.833,07:48.833,blink,dur=247ms depth=0.97,0.9716
469.833,07:49.833,state_change,IDLE_RELAXED -> IDLE_ATTENTIVE,0.0000
472.233,07:52.233,attention,SECOND_DISPLAY az=-18.3 el=-4.6 share=0.15,16.3506
473.867,07:53.867,attention,LENS az=+0.6 el=+0.4 share=0.00,19.5008
475.633,07:55.633,expression,brow_tension peak=0.169 dur=2.06s,0.1688
477.933,07:57.933,head_pitch,"to=(+3.33,+1.71,-1.18)deg dur=0.62s",0.6711
486.967,08:06.967,blink,dur=202ms depth=0.98,0.9756
487.500,08:07.500,attention,MIDDLE_DISTANCE az=+11.4 el=+8.9 share=0.01,13.7230
489.167,08:09.167,attention,LENS az=+0.8 el=+1.0 share=0.00,13.2293
490.600,08:10.600,blink,dur=225ms depth=0.97,0.9656
493.467,08:13.467,state_change,IDLE_ATTENTIVE -> IDLE_RELAXED,0.0000
493.533,08:13.533,expression,jaw_release peak=0.220 dur=1.83s,0.2205
494.233,08:14.233,blink,dur=151ms depth=0.98,0.9842
497.200,08:17.200,blink,dur=237ms depth=1.00,0.9956
500.233,08:20.233,posture_shift,"to=(+0.0097,-0.0028) dur=2.45s",0.0291
501.233,08:21.233,attention,MIDDLE_DISTANCE az=+10.1 el=+6.9 share=0.00,11.0232
501.800,08:21.800,blink,dur=229ms depth=0.99,0.9945
505.067,08:25.067,expression,brow_tension peak=0.285 dur=2.00s,0.2849
506.800,08:26.800,blink,dur=156ms depth=0.96,0.9642
507.033,08:27.033,blink,dur=186ms depth=0.97,0.9655
507.267,08:27.267,attention,MAIN_DISPLAY az=-3.6 el=-3.6 share=0.00,17.2586
511.333,08:31.333,attention,LENS az=-0.6 el=+0.7 share=0.00,5.2004
513.067,08:33.067,blink,dur=289ms depth=0.97,0.9745
517.300,08:37.300,attention,DESK az=-9.0 el=-17.8 share=0.00,20.2899
518.333,08:38.333,blink,dur=196ms depth=0.99,0.9934
518.533,08:38.533,attention,SECOND_DISPLAY az=-21.1 el=-3.7 share=0.20,18.6113
520.733,08:40.733,state_change,IDLE_RELAXED -> THINKING,0.0000
521.200,08:41.200,attention,MAIN_DISPLAY az=-3.5 el=-4.2 share=0.00,17.5157
524.600,08:44.600,attention,MIDDLE_DISTANCE az=+6.7 el=+9.9 share=0.00,17.3592
525.300,08:45.300,state_change,THINKING -> READING,0.0000
528.300,08:48.300,blink_partial,dur=261ms depth=0.84,0.8393
528.967,08:48.967,attention,MAIN_DISPLAY az=+0.3 el=-4.6 share=0.00,15.8279
533.667,08:53.667,blink,dur=211ms depth=0.99,0.9933
537.033,08:57.033,attention,MAIN_DISPLAY az=-2.8 el=-4.1 share=0.00,3.0733
537.300,08:57.300,state_change,READING -> IDLE_ATTENTIVE,0.0000
537.400,08:57.400,expression,eye_engage peak=0.146 dur=2.81s,0.1459
540.100,09:00.100,blink,dur=209ms depth=0.98,0.9821
540.667,09:00.667,attention,LENS az=-0.1 el=+1.0 share=0.00,5.7706
543.267,09:03.267,posture_shift,"to=(-0.0117,+0.0008) dur=1.64s",0.0250
545.333,09:05.333,attention,MAIN_DISPLAY az=-2.6 el=-4.4 share=0.00,5.9279
548.100,09:08.100,blink_partial,dur=166ms depth=0.82,0.8168
548.933,09:08.933,attention,LENS az=+0.1 el=+0.5 share=0.00,5.5075
552.333,09:12.333,blink,dur=192ms depth=0.97,0.9685
554.933,09:14.933,state_change,IDLE_ATTENTIVE -> FOCUSED,0.0000
556.900,09:16.900,attention,MAIN_DISPLAY az=-1.8 el=-5.6 share=0.00,6.3150
557.833,09:17.833,blink,dur=297ms depth=0.99,0.9909
561.400,09:21.400,attention,LENS az=-0.7 el=+0.7 share=0.00,6.3172
564.667,09:24.667,attention,MAIN_DISPLAY az=-2.4 el=-5.7 share=0.00,6.5941
567.767,09:27.767,attention,DESK az=-5.1 el=-15.9 share=0.00,10.5192
568.067,09:28.067,state_change,FOCUSED -> READING,0.0000
569.033,09:29.033,attention,MAIN_DISPLAY az=-2.9 el=-4.2 share=0.00,11.9385
569.067,09:29.067,blink,dur=207ms depth=1.00,0.9987
574.000,09:34.000,attention,CHAT az=+17.1 el=-5.0 share=0.12,19.9927
576.067,09:36.067,attention,MAIN_DISPLAY az=+0.1 el=-4.8 share=0.00,16.9945
578.633,09:38.633,posture_shift,"to=(+0.0200,+0.0036) dur=1.90s",0.0344
582.600,09:42.600,state_change,READING -> IDLE_ATTENTIVE,0.0000
585.233,09:45.233,attention,LENS az=+0.1 el=+0.8 share=0.00,5.5439
586.800,09:46.800,blink,dur=208ms depth=0.97,0.9671
593.867,09:53.867,attention,MIDDLE_DISTANCE az=+7.4 el=+8.5 share=0.00,10.5932
596.533,09:56.533,attention,LENS az=-0.7 el=+1.2 share=0.00,10.9026
597.067,09:57.067,blink,dur=252ms depth=0.97,0.9671
598.600,09:58.600,head_roll,"to=(+3.85,+0.64,+0.27)deg dur=0.87s",1.4506
599.767,09:59.767,blink_partial,dur=193ms depth=0.58,0.5787
604.433,10:04.433,expression,jaw_release peak=0.215 dur=1.94s,0.2148
605.267,10:05.267,attention,CHAT az=+18.5 el=-4.7 share=0.15,20.1411
605.467,10:05.467,blink,dur=304ms depth=0.99,0.9920
607.433,10:07.433,attention,SECOND_DISPLAY az=-20.6 el=-2.5 share=0.19,39.1443
608.533,10:08.533,attention,LENS az=-0.0 el=+0.4 share=0.00,20.7724
614.600,10:14.600,attention,MAIN_DISPLAY az=-2.7 el=-5.2 share=0.00,6.2304
614.833,10:14.833,state_change,IDLE_ATTENTIVE -> READING,0.0000
615.833,10:15.833,attention,MAIN_DISPLAY az=-2.1 el=-2.9 share=0.00,2.3438
618.000,10:18.000,head_yaw,"to=(+2.19,+1.19,+0.80)deg dur=0.94s",1.6588
620.167,10:20.167,blink,dur=150ms depth=0.96,0.9621
620.500,10:20.500,double_blink_second,dur=212ms depth=0.97,0.9717
621.333,10:21.333,attention,DESK az=-4.5 el=-17.0 share=0.00,14.2589
622.833,10:22.833,attention,MAIN_DISPLAY az=-2.6 el=-3.9 share=0.00,13.1966
625.233,10:25.233,attention,MAIN_DISPLAY az=-2.8 el=-4.7 share=0.00,0.7984
627.867,10:27.867,attention,MIDDLE_DISTANCE az=+10.2 el=+7.7 share=0.00,17.9602
629.967,10:29.967,blink,dur=212ms depth=0.99,0.9919
631.700,10:31.700,attention,MAIN_DISPLAY az=-1.6 el=-3.1 share=0.00,16.0014
631.767,10:31.767,state_change,READING -> FOCUSED,0.0000
633.433,10:33.433,blink,dur=190ms depth=0.98,0.9787
633.667,10:33.667,blink,dur=248ms depth=0.99,0.9932
638.233,10:38.233,attention,CHAT az=+14.0 el=-5.5 share=0.06,15.7097
645.100,10:45.100,blink_partial,dur=165ms depth=0.76,0.7565
646.733,10:46.733,attention,SECOND_DISPLAY az=-20.8 el=-3.8 share=0.20,34.8304
648.467,10:48.467,attention,MAIN_DISPLAY az=-0.7 el=-5.0 share=0.00,20.1956
648.533,10:48.533,posture_shift,"to=(+0.0038,+0.0098) dur=1.44s",0.0224
649.467,10:49.467,head_roll,"to=(+2.21,+1.41,+0.32)deg dur=0.56s",0.4756
650.067,10:50.067,attention,LENS az=-0.1 el=+0.1 share=0.00,5.1246
650.800,10:50.800,state_change,FOCUSED -> IDLE_ATTENTIVE,0.0000
651.567,10:51.567,blink,dur=205ms depth=0.99,0.9944
657.900,10:57.900,attention,MIDDLE_DISTANCE az=+11.4 el=+7.4 share=0.01,13.5490
659.133,10:59.133,attention,SECOND_DISPLAY az=-20.5 el=-1.7 share=0.19,33.1395
659.400,10:59.400,blink,dur=184ms depth=0.97,0.9739
659.633,10:59.633,blink,dur=199ms depth=0.98,0.9800
661.167,11:01.167,attention,LENS az=-0.4 el=+0.6 share=0.00,20.2308
664.667,11:04.667,expression,mouth_settle peak=0.222 dur=1.22s,0.2217
667.167,11:07.167,blink,dur=241ms depth=0.97,0.9679
667.533,11:07.533,attention,CHAT az=+18.0 el=-5.6 share=0.14,19.4217
669.500,11:09.500,attention,DESK az=-4.7 el=-18.0 share=0.00,25.7914
670.767,11:10.767,attention,MIDDLE_DISTANCE az=+8.7 el=+7.5 share=0.00,28.7269
671.267,11:11.267,blink_partial,dur=275ms depth=0.84,0.8437
671.300,11:11.300,expression,cheek_tension peak=0.176 dur=1.76s,0.1763
673.333,11:13.333,blink,dur=219ms depth=0.98,0.9774
673.767,11:13.767,attention,LENS az=-0.6 el=+0.6 share=0.00,11.5795
675.633,11:15.633,blink_partial,dur=226ms depth=0.60,0.5970
677.433,11:17.433,blink,dur=198ms depth=0.98,0.9814
678.667,11:18.667,blink,dur=255ms depth=0.96,0.9624
680.933,11:20.933,attention,DESK az=-7.9 el=-17.5 share=0.00,19.4544
681.833,11:21.833,blink,dur=288ms depth=0.97,0.9661
682.033,11:22.033,attention,LENS az=+0.8 el=+0.5 share=0.00,19.9788
685.733,11:25.733,blink,dur=204ms depth=1.00,0.9973
687.600,11:27.600,state_change,IDLE_ATTENTIVE -> IDLE_RELAXED,0.0000
689.267,11:29.267,blink,dur=150ms depth=1.00,0.9989
690.167,11:30.167,attention,MAIN_DISPLAY az=-3.7 el=-4.5 share=0.00,6.7348
693.100,11:33.100,expression,mouth_settle peak=0.150 dur=1.53s,0.1499
693.267,11:33.267,blink,dur=186ms depth=0.97,0.9729
693.600,11:33.600,attention,SECOND_DISPLAY az=-19.8 el=-3.0 share=0.18,16.1215
695.600,11:35.600,attention,MIDDLE_DISTANCE az=+11.1 el=+7.3 share=0.00,32.5725
697.933,11:37.933,attention,MAIN_DISPLAY az=-2.3 el=-5.7 share=0.00,18.6247
698.600,11:38.600,blink,dur=276ms depth=1.00,0.9952
704.100,11:44.100,attention,LENS az=+0.1 el=+0.5 share=0.00,6.6173
705.167,11:45.167,posture_shift,"to=(+0.0041,-0.0041) dur=1.84s",0.0142
705.900,11:45.900,blink,dur=184ms depth=0.99,0.9868
706.800,11:46.800,expression,eye_engage peak=0.229 dur=2.37s,0.2289
